0,0
2e-10,0
4e-10,0
6e-10,0
8e-10,0
1e-09,0
1.2e-09,0
1.4e-09,0
1.6e-09,0
1.8e-09,0
2e-09,4e-05
2.2e-09,4e-05
2.4e-09,4e-05
2.6e-09,4e-05
2.8e-09,4e-05
3e-09,4e-05
3.2e-09,4e-05
3.4e-09,4e-05
3.6e-09,4e-05
3.8e-09,0.00012
4e-09,0.00012
4.2e-09,0.00012
4.4e-09,0.00012
4.6e-09,0.00016
4.8e-09,0.00016
5e-09,0.00016
5.2e-09,0.00016
5.4e-09,0.0002
5.6e-09,0.0002
5.8e-09,0.0002
6e-09,0.0002
6.2e-09,0.00024
6.4e-09,0.00024
6.6e-09,0.00024
6.8e-09,0.00024
7e-09,0.00024
7.2e-09,0.00024
7.4e-09,0.00024
7.6e-09,0.00024
7.8e-09,0.00024
8e-09,0.00028
8.2e-09,0.00028
8.4e-09,0.00028
8.6e-09,0.00028
8.8e-09,0.00028
9e-09,0.00028
9.2e-09,0.00036
9.4e-09,0.00036
9.6e-09,0.0004
9.8e-09,0.0004
1e-08,0.0004
1.02e-08,0.00044
1.04e-08,0.00044
1.06e-08,0.00044
1.08e-08,0.00044
1.1e-08,0.00044
1.12e-08,0.00044
1.14e-08,0.00044
1.16e-08,0.00048
1.18e-08,0.00048
1.2e-08,0.00048
1.22e-08,0.00048
1.24e-08,0.00052
1.26e-08,0.00052
1.28e-08,0.00056
1.3e-08,0.00056
1.32e-08,0.00056
1.34e-08,0.0006
1.36e-08,0.0006
1.38e-08,0.0006
1.4e-08,0.0006
1.42e-08,0.0006
1.44e-08,0.0006
1.46e-08,0.00064
1.48e-08,0.00068
1.5e-08,0.00072
1.52e-08,0.0008
1.54e-08,0.0008
1.56e-08,0.0008
1.58e-08,0.00084
1.6e-08,0.00084
1.62e-08,0.00084
1.64e-08,0.00084
1.66e-08,0.00092
1.68e-08,0.00096
1.7e-08,0.00096
1.72e-08,0.00096
1.74e-08,0.00096
1.76e-08,0.001
1.78e-08,0.00104
1.8e-08,0.00104
1.82e-08,0.00104
1.84e-08,0.00108
1.86e-08,0.00112
1.88e-08,0.00112
1.9e-08,0.00112
1.92e-08,0.00112
1.94e-08,0.00112
1.96e-08,0.00112
1.98e-08,0.00112
2e-08,0.00116
2.02e-08,0.0012
2.04e-08,0.0012
2.06e-08,0.00128
2.08e-08,0.00132
2.1e-08,0.00132
2.12e-08,0.00136
2.14e-08,0.00136
2.16e-08,0.00136
2.18e-08,0.00136
2.2e-08,0.00136
2.22e-08,0.00136
2.24e-08,0.0014
2.26e-08,0.0014
2.28e-08,0.0014
2.3e-08,0.00144
2.32e-08,0.00144
2.34e-08,0.00144
2.36e-08,0.00144
2.38e-08,0.00144
2.4e-08,0.00148
2.42e-08,0.00148
2.44e-08,0.00148
2.46e-08,0.00148
2.48e-08,0.00148
2.5e-08,0.00148
2.52e-08,0.00148
2.54e-08,0.00148
2.56e-08,0.00152
2.58e-08,0.00156
2.6e-08,0.0016
2.62e-08,0.0016
2.64e-08,0.0016
2.66e-08,0.00164
2.68e-08,0.00164
2.7e-08,0.00164
2.72e-08,0.00164
2.74e-08,0.00164
2.76e-08,0.00168
2.78e-08,0.00168
2.8e-08,0.00168
2.82e-08,0.00168
2.84e-08,0.00172
2.86e-08,0.00172
2.88e-08,0.00172
2.9e-08,0.00172
2.92e-08,0.00172
2.94e-08,0.00172
2.96e-08,0.00172
2.98e-08,0.00172
3e-08,0.00172
3.02e-08,0.00172
3.04e-08,0.00172
3.06e-08,0.00172
3.08e-08,0.00172
3.1e-08,0.00176
3.12e-08,0.00184
3.14e-08,0.00188
3.16e-08,0.00188
3.18e-08,0.00188
3.2e-08,0.00188
3.22e-08,0.00188
3.24e-08,0.00192
3.26e-08,0.00196
3.28e-08,0.00196
3.3e-08,0.00196
3.32e-08,0.00196
3.34e-08,0.00196
3.36e-08,0.002
3.38e-08,0.002
3.4e-08,0.002
3.42e-08,0.002
3.44e-08,0.002
3.46e-08,0.002
3.48e-08,0.00204
3.5e-08,0.00204
3.52e-08,0.00204
3.54e-08,0.00204
3.56e-08,0.00204
3.58e-08,0.00204
3.6e-08,0.00204
3.62e-08,0.00204
3.64e-08,0.00204
3.66e-08,0.00204
3.68e-08,0.00204
